Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
5802,12/1/2009,0,CHESS,200,15,5,9.64,1,0,,World champ Garry Kasparov lost a 1997 match to a computer program from this company,IBM
5418,3/12/2008,0,OFFICIAL STATE DINOSAURS & FOSSILS,1000,21,8,10.94,1,0,,Saurophaganax was named this state's official fossil in 2000 & you can see one at the Sam Noble Museum in Norman,Oklahoma
6241,11/7/2011,1,WHAT'D YOU CATCH?,400,7,3,10.75,2,0,,"A bullhead type of this, genus Ameiurus",a catfish
4535,4/30/2004,1,PLACES TO PAY IN PESOS,400,22,4,7.69,1,0,,"Pull out some pesos to buy some rum, Coke & lime to ""Libre"" yourself in this country the drink is named for",Cuba
5253,6/13/2007,0,YOU LOOK LIKE A GREEK GOD,800,12,4,9.92,1,0,,"His realm had 5 rivers: the Acheron, Cocytos, Lethe, Phlegethon & Styx",Hades
6251,11/21/2011,1,THE U.S. AIR FORCE,1600,18,8,11.1,4,0,,The continental U.S.-based interceptor force is provided by this homefront body formed the same day as the USAF,the Air National Guard
5730,7/3/2009,0,TITLE WOMEN IN SONG,400,9,2,7.37,1,0,,"""You've got me on my knees... I'm begging, darli","""Layla"""
4886,12/5/2005,1,"""S""CIENCE",1200,21,4,7.69,2,0,,"This old nickname for the star we call the sun can also mean a Martian day, a bit longer than ours",a sol
5918,5/12/2010,1,PALME D'OR WINNERS,1200,18,9,12.42,2,0,,In 1993 Holly Hunter's performance helped this woman become the only female director to win the Palme d'Or,Jane Campion
5598,12/31/2008,1,DRINKING SONGS,800,11,2,7.05,3,0,,"In ""American Pie"", ""good old boys were drinking"" these 2 things",whiskey & rye
4360,7/11/2003,0,FASHION,200,11,4,9.92,1,0,,This '70s style included the ubiquitous safety pin in the nose,Punk
6284,1/5/2012,1,HIGHLY OEDIPAL,1200,13,5,10.35,2,0,,This skater had new troubles in 2010 when her brother assaulted their father,(Nancy) Kerrigan
5077,10/10/2006,1,JANE EYRE'S WEDDING REGISTRY,400,16,3,7.39,2,0,,"Jane needs sheet music for this instrument that Edward once told her she plays ""not well""",the pianoforte
4853,10/19/2005,0,BIBLICAL NAME'S THE SAME,1000,3,1,9.05,1,0,,"Watts, Campbell, Judd",Naomi
4787,5/31/2005,1,SCIENCE BRIEFS,1600,5,3,13.36,1,0,,Used of radio waves: MHz,megahertz
5599,1/1/2009,0,OCCUPATIONAL WEAR,200,9,3,9.35,1,0,,Occupational adjective for a western shirt or western boots,cowboy
5057,9/12/2006,0,"TO CONCL""UDE""?",1000,7,4,13.01,2,0,,To refer to something or someone indirectly,to allude
4283,3/26/2003,0,RELIGION,400,7,5,15.26,3,0,,"Biblically speaking, they're also called the Decalogue",The Ten Commandments
5083,10/18/2006,0,OCTOBERFEST,1000,14,7,12.23,2,0,,"Instead of Columbus Day, many Latin Americans celebrate their culture in ""Dia de"" this",la Raza
5204,4/5/2007,1,GEOGRAPHIC FILM & TV,1600,16,3,7.39,2,0,,"Appropriately (unfortunately), Steve Martin gets in his car to drive next door in this 1991 film",L.A. Story
4470,1/30/2004,0,READ AMERICAN,400,15,6,10.7,3,0,,A werebeaver turns up in Thomas Pynchon's 1997 novel on this famous pair of surveyors,Mason & Dixon
5873,3/10/2010,1,FILMMAKING 101,1200,19,4,7.9,2,0,,"The slate that gets the action going on a film is also called this, from the sound it makes",a clapper
5588,12/17/2008,1,WHO RULES?,800,1,1,19.48,2,0,,Plutocracy,the rich
5210,4/13/2007,0,"""V"" IS FOR...",1000,7,4,13.01,2,0,,...This synonym for one's profession or calling,a vocation
4312,5/6/2003,1,TRIPLE RHYME TIME,1200,6,4,14.46,3,0,,A Washington city graduation certificate's smell,Tacoma diploma aroma
5746,9/14/2009,0,ELEMENTAL RHYME TIME,200,18,6,10.05,3,0,,Small vehicle with runners made from the element with the symbol Pb & used to travel on snow,a lead sled
5158,1/31/2007,0,INVENTIVE MINDS,600,19,5,8.73,2,0,,A lot of rain fell on Robert Kearns' parade after he invented the intermittent type of these for cars,windshield wipers
4311,5/5/2003,1,REVOLUTIONARY WAR BATTLES,800,15,3,7.54,1,0,,"The Battle of Bunker Hill was fought in this town, now a part of Boston",Charlestown
5950,6/25/2010,0,NAME THAT SPORTS CONFERENCE,200,3,2,14.31,3,0,,"Michigan, Ohio State",the Big Ten
5410,2/29/2008,0,TRADING PLACES,200,19,7,10.4,2,0,,"Near 2 major rivers, this Missouri city was founded as a fur trading post by Pierre Laclede in 1763",St. Louis
5587,12/16/2008,0,LAST NAME'S THE SAME,400,6,3,13.36,1,0,,Scout Kit & marine biologist Rachel,Carson
4529,4/22/2004,0,THE MORGAN WEB,400,10,3,8.87,2,0,,Morgan le Fay was the half-sister of this legendary king,King Arthur
5749,9/17/2009,0,"CHINA, BUT NO BEACH",400,26,7,9.18,1,0,,"As a verb, it means to enroll a sailor for a crew by force; as a city in China, it has a 101-story World Financial Center",Shanghai
4625,10/15/2004,1,THE ITALIAN RENAISSANCE,2000,18,5,8.92,2,0,,"Her father, later Pope Alexander VI, arranged 3 marriages for her; the first was when she was 13",Lucrezia Borgia
5893,4/7/2010,0,DO TELL THE HOTEL,600,17,5,9.12,2,0,,"It's the 1932 film in which Greta Garbo uttered the immortal line ""I want to be alone""",Grand Hotel
5810,12/11/2009,1,REVOLUTIONARY ROAD,400,20,4,7.79,1,0,,"Historians don't know who fired first in Lexington, but later that day, the King's troops shot first in this town",Concord
5745,7/24/2009,1,DEUS EX MACHINA,1600,17,5,9.36,2,0,,"Thor, a type of this, was decommissioned by the military in 1963 & later used by NASA",a rocket
6196,7/18/2011,1,"STARTS & ENDS WITH ""H""",2000,15,4,8.59,1,0,,"""Love is not a victory march"" is a line in this oft-covered Leonard Cohen tune","""Hallaujah"""
5087,10/24/2006,0,CLASSIC ROCK LYRICS,400,19,9,12.06,3,0,,"It begins, ""When I find myself in times of trouble, Mother Mary comes to me speaking words of wisdom""","""Let It Be"""
6086,2/14/2011,0,NAME THE DECADE,600,17,5,9.36,2,0,,Klaus Barbie is sentenced to life in prison & DNA is first used to convict a criminal,the 1980s
4290,4/4/2003,1,BRITISH ORDERS OF CHIVALRY,800,18,5,8.92,4,0,,"You get a silver medal, not a loofah, with the Order of this, which was revived in 1725",Order of the Bath
6095,2/25/2011,0,CURRENT MUSIC,200,16,5,9.64,1,0,,"B.o.B. & Hayley Williams recorded a duet about these ""in the night sky like shooting stars""",airplanes
4268,3/5/2003,1,"""A"" PLUS",400,13,4,9.14,1,0,,A small sum of money given regularly by a parent to a child,allowance
4301,4/21/2003,1,NATIONAL HISTORIC SITES,400,19,7,10.4,2,0,,"Held by the Spanish in the 16th century, La Fortaleza is a national historic site on this Caribbean island",Puerto Rico
4907,1/3/2006,1,AN ATTEMPT AT ALLITERATION,2000,7,6,17.52,2,0,,"Delightful dancer, African-American, radiant ""Revelations"", Manhattan man",Alvin Ailey
5880,3/19/2010,0,FINISH THE PALINDROME,800,6,3,11.83,1,0,,"""Lived on decaf, faced no"" this",devil
5134,12/28/2006,1,FARGO,400,13,6,11.57,2,0,,"Fargo, North Dakota was named for a partner in this stagecoach express line",Wells Fargo
5980,9/17/2010,1,"THE ""EYE""s HAVE IT",2000,13,4,9.14,1,0,,The last name of author Stephenie or the first name of gangster Lansky,Meyer
5697,5/19/2009,0,"OH, SHAW!",200,17,5,9.12,1,0,,George Bernard Shaw's birthplace in this world capital is just a 10-minute walk from St. Stephen's Green,Dublin
5179,3/1/2007,0,MATH PROBLEMS,600,19,6,9.57,1,0,,"To pay 200 in rent, a worker getting 50 cents per bucket of tomatoes must pick this many buckets",400
4411,11/10/2003,0,BALLET,800,19,5,8.92,2,0,,"Arrgh!  A pirate is the hero of ""Le Corsaire"", based on an 1814 poem by this British lord",Lord Byron
5938,6/9/2010,1,MIDDLE EAST GEOGRAPHY,2000,7,5,17.09,1,0,,This country's provinces include Nabatiyeh & Beqaa,Lebanon
5216,4/23/2007,1,SITCOMS BY EPISODE,1200,3,0,0.15,2,0,,"""Goodbye, Mr. Fish""",Barney Miller
4160,10/4/2002,1,JAZZ IT UP,2000,15,7,11.75,2,0,,This Thelonious Monk composition provided the title for a 1986 jazz film starring Dexter Gordon,'Round Midnight
5261,6/25/2007,1,ANGLOPHILIA,1600,19,7,10.4,2,0,,"A kitchen tool, or a policeman's nickname that, like ""Bobby"", came from the man who founded the London Police",a peeler
5185,3/9/2007,0,STADIUMS & ARENAS,1000,18,5,8.47,2,0,,"The Super Bowl with the highest TV rating was No. XVI in 1982, held in this Michigan stadium",the Silverdome
4078,5/1/2002,0,AUTOIMMUNE DISORDERS,800,18,8,11.55,2,0,,"AKA regional enteritis, this disease, a chronic inflammation of hte intestines, bears the name of a U.S. doctor",Crohn's disease
5319,10/25/2007,0,RECENTLY DISCOVERED PRESIDENTIAL ADS,1000,27,5,7.45,2,1,http://www.j-archive.com/media/2007-10-25_J_20.mp3,So what if he's the 1st West Point grad pres.; some say he drinks.  You decide.  I'm Horace Greeley & I approved this message,(Ulysses) Grant
5849,2/4/2010,0,"I'LL TAKE THE COUNTRY FROM HERE, THANKS",600,5,2,10.2,1,0,,"Deng Xiaoping, from Hua Guofeng",China
4595,7/23/2004,1,DEAR JUNTA,2000,14,9,14.48,2,0,,"In 1998 Nigerian-led forces captured Freetown, ousting the junta that controlled this African country",Sierra Leone
5651,3/16/2009,0,LANDS O' LAKES,200,12,6,12.79,2,0,,This high South American lake straddles the border between Bolivia & Peru,Lake Titicaca
4843,10/5/2005,1,"THE ""S"" FILES",2000,15,7,11.75,2,0,,The British East India Company was abolished after this Indian rebellion broke out in 1857,the Sepoy
4540,5/7/2004,0,FOREIGN WORDS & PHRASES,400,11,3,8.49,1,0,,"Literally meaning ""to God"", it's how you say good-bye in Spanish",adiós
4227,1/7/2003,0,ENGLISH CLASS,600,22,4,7.6,2,0,,"Capt. Kirk's mission was ""to boldly go"" where no man had gone before, but he split one of these along the way",an infinitive
4335,6/6/2003,0,WEATHER WORLD,400,15,8,12.8,2,0,,"In addition to helping commerce, these ocean winds bring pleasant weather to islands like Hawaii",trade winds
5123,12/13/2006,0,SOUTH AMERICA,800,19,6,9.57,1,0,,"You're not under a mis-concepcion if you know mate, a tea-like beverage, is also known as this country's tea",Paraguay
4285,3/28/2003,0,HAIR,200,12,4,9.5,1,0,,"Rapunzel's hair color, it might have opened her up to some jokes",blonde
5884,3/25/2010,0,THE LEAGUE OF NATIONS,400,19,8,11.23,1,0,,The League was dissolved in April of this year; the United Nations charter had been ratified the previous October,1946
6235,10/28/2011,1,MEANINGFUL STAGE NAMES,2000,21,5,8.44,2,0,,"Donald Lytle's choice of this stage name made extra sense when ""Take This Job And Shove It"" became his biggest hit",(Johnny) Paycheck
5616,1/26/2009,1,SPECIAL OPS MOVIES,400,19,7,10.4,2,0,,"The hijackers in ""The Delta Force"" didn't reckon with this man as Major McCoy--Mike Huckabee could have warned them",Chuck Norris
4309,5/1/2003,0,GOVERNMENT & POLITICS,600,10,4,10.45,3,0,,In 1994 Bill Clinton appointed Stephen Breyer to this body,the Supreme Court
4850,10/14/2005,1,REPTILES,800,19,6,9.57,2,0,,The Native American word torope gives us this name for a turtle that was a common Native American food,a terrapin
5857,2/16/2010,0,WOMEN'S SPORTS HISTORY,1000,15,3,7.71,3,0,,"1932: At the AAU National Track & Field Meet, she wins the team championship single-handedly",(Babe Didrikson) Zaharias
4171,10/21/2002,1,"""UR"" RIGHT",2000,13,5,10.35,1,0,,It's the same language as Hindi but written in a modified Arabic script,Urdu
5677,4/21/2009,1,MUSIC APPRECIATION,400,15,3,7.54,2,0,,"You could call Ronald Lo Presti's ""suite for 8"" of these instruments a ""toot suite""",french horns
4287,4/1/2003,1,CEREMONIES,1200,19,5,8.73,3,0,,"It's what a woman is holding when she says, ""In the name of the United States I christen thee...""",bottle of champagne
4841,10/3/2005,0,DO YOU HAVE THE MUNCHIES?,400,14,4,8.84,8,0,,2 of the 5 different nuts in a jar of Planters Deluxe Mixed Nuts,"cashews & pecans (also, hazelnuts, brazils, & almonds)"
5056,9/11/2006,1,MUSIC,800,16,8,12.33,2,0,,"A Lalo ""Symphonie"" got this national name because it was composed for virtuoso Pablo de Sarasate",Spanish Symphonie
4929,2/2/2006,0,FIRST LADIES,600,18,5,8.7,3,0,,What a shopper!  In the 1860s she reportedly bought 300 pairs of gloves during one 4-month period,Mary Todd Lincoln
4875,11/18/2005,1,I NEED MORE COWBELL,1200,25,6,8.9,2,1,http://www.j-archive.com/media/2005-11-18_DJ_28.mp3,"I say a little less conversation, a little more cowbell by this remixed singer  ""A little less conversation, a little more action, please...""",Elvis Presley
5734,7/9/2009,0,CIVIL WAR GENERALS,200,18,3,6.84,2,0,,"Chaos & crime led John C. Fremont to declare this type of law in Missouri Aug. 30, 1861",martial law
6151,5/16/2011,1,BRITISH AUTHORS,800,15,6,10.7,2,0,,"""Just So Stories"", his 1902 collection for children, was the only book he also illustrated",Rudyard Kipling
5490,6/20/2008,0,MOVIE MR. & MRS.,1000,13,3,7.93,2,0,,"In a 1992 movie, he played comic Buddy Young Jr., ""Mr. Saturday Night""",Billy Crystal
4855,10/21/2005,0,"BRING YOUR ""A"" GAME",400,17,7,11.34,2,0,,"The city of Hopewell in eastern Virginia is bounded by the James & this ""Court House"" river",the Appomattox
5882,3/23/2010,0,PLACES IN LITERATURE,600,13,4,9.14,2,0,,"This house on the moors in Yorkshire had ""Earnshaw"" carved over the door",Wuthering Heights
5761,10/5/2009,0,REAL PEOPLE IN BEATLES SONGS,800,17,4,7.98,2,0,,"From 1964 to 1976 Mr. Wilson & Mr. Heath, mentioned in ""Taxman"", held this post in England",prime minister
4893,12/14/2005,0,THE PHILADELPHIA STORY,200,19,5,8.92,2,0,,"In the 1770s she lived on Arch Street in Philly, where she & husband John ran an upholstery business",Betsy Ross
6131,4/18/2011,0,FOOD WORDS & PHRASES,1000,55,17,10.25,2,1,"http://www.j-archive.com/media/2011-04-18_J_05.jpg, http://www.j-archive.com/media/2011-04-18_J_05a.jpg","(Kelly of the Clue Crew shows a map of recent earthquakes around the San Andreas Fault on the monitor.)  A Japanese seismologist saw a possible circular earthquake pattern that could build up to one very large quake, in the hole in what's called the Mogi this, like a bakery treat",a doughnut
4785,5/27/2005,1,"SO, WHATCHA COMPOSIN'?",2000,10,4,10.45,2,0,,"The 1850s in France: A little number called ""Ave Maria""",(Charlie) Gounod
5946,6/21/2010,1,THE PRODUCE DEPARTMENT,1600,3,2,19.53,1,0,,Russet & fingerling,potatoes
5251,6/11/2007,0,JOE RANFT: PIXAR LEGEND,200,13,4,9.14,2,0,,Joe provided the voice of Jacques the Shrimp in this 2003 Oscar winner,Finding Nemo
5977,9/14/2010,0,EQUALS ONE,200,2,1,11.63,2,0,,2.54 centimeters,one inch
4577,6/29/2004,0,TV SHOWS IN OTHER WORDS,600,6,1,6.57,3,0,,"""7 Plus 1 Completes the Need""",Eight Is Enough
5196,3/26/2007,0,A NUMBER FROM ONE TO 10,600,4,1,7.78,1,0,,Faces on a cube,six
4570,6/18/2004,1,"SOFT ""C""",2000,13,5,10.35,1,0,,"The most abundant of the rare-earth metals, it has the chemical symbol Ce",cerium
4154,9/26/2002,0,TV THEME SONGS,800,17,4,8.19,2,0,,"This 1960s TV sitcom's theme song reminded us that it took place in a ""tropic island nest""",Gilligan's Island
4737,3/22/2005,1,5-LETTER WORDS,400,10,3,8.87,1,0,,"A state of stiffness in tissue; it can precede ""mortis""",rigor
4727,3/8/2005,0,AUTHOR BIOS,1000,14,3,7.71,2,0,,"Born in 1854, was well-read in Gaol for 2 years, Paris-ed away in 1900",Oscar Wilde
5169,2/15/2007,0,"WELCOME TO ""HIGH"" SCHOOL",800,16,7,11.34,3,0,,"Also known as hypertension, this condidtion affects far more African Americans on average than white Americans",high blood pressure
5719,6/18/2009,0,(WHOOPS),600,16,5,9.36,1,0,,Researchers found 2/3 of this company's employees use Google instead of its own MSN Search site,Microsoft
6208,9/21/2011,1,MONEY BEST PLACES TO LIVE,400,20,5,8.73,1,0,,"Tops on the list is Louisville in Boulder County in this state, not Kentucky--low crime, good jobs & Rockies skiing",Colorado
5640,2/27/2009,0,CANNIBAL CUISINE,800,20,3,7,2,0,,"This 2-word small, tender round of steak cut from the thick end of a beef tenderloin goes well with postman",filet mignon
4234,1/16/2003,0,NATIVE AMERICAN LANGUAGE,400,15,5,9.64,1,0,,"A people of the Pacific Northwest, their language, or a warm wind in the area",Chinook
6159,5/26/2011,0,3-LETTER THE BETTER,800,4,2,11.73,2,0,,To impose a levy,to tax
5088,10/25/2006,0,"""OCK""-TOBER",1000,16,6,10.35,1,0,,Scottish town that was the site of Robert the Bruce's 1314 defeat of the English army,Bannockburn
4799,6/16/2005,1,JUST DESSERTS,1200,20,8,11.23,2,0,,This Pennsylvania Dutch dessert made with brown sugar & molasses is partnered with apple pan dowdy in a classic song,shoo-fly pie
5243,5/30/2007,1,DOWN MEXICO WAY,1600,12,7,13.44,4,0,,This gritty 1961 Tennessee Williams play unfolds in a seedy Mexican hotel,Night of the Iguana
5356,12/17/2007,1,BRANDED,400,17,3,7.27,1,0,,"In 2001 the oldest known pair of this company's jeans sold for more than 46,000 on eBay",Levi
5511,7/21/2008,0,"ON ""Q""",200,2,1,11.63,2,0,,32 ounces,a quart
5182,3/6/2007,1,SPANISH PLACE NAMES IN THE U.S.,800,3,1,9.05,1,0,,"A state: ""Flowery""",Florida
4992,5/2/2006,1,DUETS,400,19,8,11.23,2,0,,"Her debut album ""On the 6"" featured ""No Me Ames"", a duet in Spanish, with future husband Marc Anthony",Jennifer Lopez
4390,10/10/2003,0,STUPID ANSWERS,400,6,3,11.83,2,0,,It's the third-largest city in Kansas,Kansas City
5293,9/19/2007,1,BEFORE & AFTER,1200,23,2,5.58,6,0,,"Run, run as fast as you can! You can't catch this folk tale play that ends with the death of Sir Thomas More",A Gingerbread Man for All Seasons
4825,7/22/2005,1,CELEBRITY LIVES,400,16,9,13.31,1,0,,"""Dark Lover"" by Emily Leider is the first fully documented biography of this early Hollywood heartthrob",Valentino
4988,4/26/2006,1,FOOD IN FRENCH,800,8,2,7.98,2,0,,"In French, this citrus fruit is un pamplemousse",a grapefruit
5221,4/30/2007,1,THE ROLES OF A LIFETIME,800,4,3,15.68,2,0,,"Siddhartha, Johnny Mnemonic, Neo",Keanu Reeves
5779,10/29/2009,0,METAFICTION,400,17,8,11.91,2,0,,"J. M. Coetzee's novel ""Foe"" reimagines this novel, but with a woman shipwrecked on the deserted isle",Robinson Crusoe
4983,4/19/2006,0,"""XE""-LENT",1000,7,3,10.75,1,0,,An unreasonable fear or hatred of foreigners,xenophobia
6151,5/16/2011,1,THEY'RE NUTS IN CALIFORNIA,2000,17,6,10.05,1,0,,Species of this tree whose seeds are edible nuts include the rare Torrey type of Southern California,pine
4701,1/31/2005,1,THE FOREIGN EXCHANGE STUDENT,400,15,5,9.64,2,0,,"If you're converting dollars to bolivianos, you mean to do some spending on this continent",South America
4884,12/1/2005,0,THE WORLD AIDS CRISIS,600,26,6,8.33,2,1,http://www.j-archive.com/media/2005-12-01_J_28.jpg,"(Ashley Judd reads.)  In a 2004 CNN special on AIDS, I was joined by this athlete who revealed his HIV status in 1991",Magic Johnson
6232,10/25/2011,1,PRIME MINISTERS OF GREAT BRITAIN,1600,15,5,9.97,2,0,,"This man ""the Younger"" took over in 1783 & probably looked much older by 1801",William Pitt
5977,9/14/2010,0,"THE ""A"" LIST",200,9,4,11.1,1,0,,It's the absence of any form of political authority,anarchy
4294,4/10/2003,1,BEFORE & AFTER,400,12,4,9.5,4,0,,Jerry Lewis' partner who occupied the White House from 1837 to 1841,Dean Martin Van Buren
5241,5/28/2007,1,TOGO A GO-GO,1600,16,7,11.34,1,0,,"As the leader of Togo, Faure Gnassingbe holds this political title, like his father before him",president
4522,4/13/2004,1,HISTORIC PEOPLE,2000,10,4,10.45,1,0,,"The Turks call this magnificent sultan Kanuni, or ""The Lawgiver""",Suleiman
5345,11/30/2007,1,"""G"" WHIZ",1200,13,7,12.78,1,0,,These large masses of slow-moving ice occur where winter snowfall exceeds summer melt,glaciers
5087,10/24/2006,1,ART & ARTISTS,800,18,6,10.05,1,0,,"In the early 1400s Robert Campin & Jan Van Eyck helped start the ""Northern"" one of these movements",Renaissance
5651,3/16/2009,1,FLOWER POWER,400,16,4,8.38,2,0,,"Its name comes from geranos, Greek for ""crane""; its seed capsules look like a crane's bill",a geranium
5528,9/24/2008,0,TV VARIETY SHOWS,600,14,5,9.97,2,0,,This newspaper columnist's CBS variety show aired on Sunday nights for 23 straight years,Ed Sullivan
6109,3/17/2011,1,ELEGIES,1600,15,8,12.8,2,0,,"He's buried in the very churchyard celebrated in his ""Elegy Written in a Country Churchyard""",(Thomas) Gray
6167,6/7/2011,0,TIGERS BY THE TALE,200,8,1,6.01,1,0,,"""The House at Pooh Corner"" is his lair",Tigger
4620,10/8/2004,0,SPANIARDS,600,30,10,10.15,1,1,http://www.j-archive.com/media/2004-10-08_J_15.jpg,"(Sofia of the Clue Crew delivers the clue from Toledo, Spain.) This great Spanish writer was a soldier, slave & tax collector before publishing his most famous work",Cervantes
5869,3/4/2010,1,TOP 40 DUETS,2000,15,3,7.54,5,0,,"""Love lift us up where we belong, where the eagles cry on a mountain high""",Jennifer Warnes & Joe Cocker
5563,11/12/2008,1,"""A"" IN GEOGRAPHY",1200,11,6,12.79,1,0,,Argentina's lowest point is Valdes Peninsula; its highest is this mountain,Aconcagua
5821,12/28/2009,0,BEN & JERRY'S FLAVORS,800,19,6,9.57,1,0,,"The name of this West Indies island is followed by ""Me Crazy"" in the name of a pineapple sorbet",Jamaica
4807,6/28/2005,0,"""X"" RATED",1000,8,4,13.01,1,0,,Colorless & odorless element first discovered in 1898,xenon
4614,9/30/2004,0,IN OLD ENCYCLOPEDIAS,800,15,8,12.8,1,0,,"In the 1982 Webster's Desk Encyclopedia, it was ""a South-east Asian nation formerly called Cambodia""",Kampuchea
4192,11/19/2002,0,IT JUST SOUNDS QUESTIONABLE,1000,15,8,13.35,1,0,,"In the American Revolution, last name of British admiral Richard & his brother, general William",Howe
5671,4/13/2009,0,SAM ADAMS,600,16,5,9.36,3,0,,"Samuel Adams helped write the anti-British narrative that gave this March 5, 1770 riot its name",The Boston Massacre
6164,6/2/2011,0,"GOING ""INTERNATIONAL""",1000,11,6,12.52,2,0,,Boston university offers an M.A. in global development through this department,International Relations
6005,10/22/2010,0,FRUITY LANGUAGE,400,13,2,6.71,1,0,,A small reddish blemish of the skin is known as this fruit's mark,strawberry
5163,2/7/2007,0,POPULAR CULTURE,400,12,6,12.79,1,0,,"This ""sweet"" clothier has many pitch-girls, including Cheyenne & even Pat Benatar",Candie's
5123,12/13/2006,0,PRESIDENTIAL MONOGRAMS,400,1,0,0.05,4,0,,GHWB,George Herbert Walker Bush
5738,7/15/2009,0,COWBOYS & INDIANS,1000,12,8,15.67,2,0,,"Cowboys collect roaming cattle for sorting & branding at these ""circular"" events",a roundup
4825,7/22/2005,1,LESSER-KNOWN NAMES,800,18,6,9.79,2,0,,In 1902 Clifford Berryman drew a famous editorial cartoon of this man refusing to shoot a bear cub,Teddy Roosevelt
4722,3/1/2005,0,MEDICAL MILESTONES,600,13,3,7.93,1,0,,"It's no dream, this pain reliever was first isolated from opium in 1805",morphine
4136,9/2/2002,1,WE GOTTA BLAME SOMEBODY,400,15,6,10.7,2,0,,"In a famous novel, he takes the blame when Becky Thatcher tears the schoolmaster's book",Tom Sawyer
5104,11/16/2006,1,"CROSSWORD CLUES ""L""",1600,4,2,11.73,1,0,,It precedes Lazuli (5),Lapis
5871,3/8/2010,0,KING & COUNTRY,600,19,5,8.73,2,0,,"After the King's 1977 passing, this ""Okie from Muskogee"" had a hit with ""From Graceland To The Promised Land""",Merle Haggard
6021,11/15/2010,0,TWAIN TRACTS,200,17,2,6.34,7,0,,A blow on the head sends a man back to Camelot in this 1889 Mark Twain novel,A Connecticut Yankee in King Arthur's Court
5856,2/15/2010,1,CLEO,2000,19,5,9.12,2,1,http://www.j-archive.com/media/2010-02-15_DJ_15.jpg,"They are the two obelisks seen here; one is in Europe, the other in the United States",Cleopatra's Needles
4208,12/11/2002,0,SOUTH OF THE EQUATOR,600,16,7,11.75,1,0,,In 1947 Edith Ronne & Jenny Darlington became the first women to winter on this continent,Antarctica
4943,2/22/2006,1,ART & ARTISTS,2000,36,11,10.17,1,1,"http://www.j-archive.com/media/2006-02-22_DJ_30.jpg, http://www.j-archive.com/media/2006-02-22_DJ_30a.jpg","(Jimmy of the Clue Crew delivers the clue in front of a projection screen.)  Correggio got an almost religious ecstasy into his mythological paintings, such as this Roman god & Io",Jupiter
6148,5/11/2011,1,THE EYES HAVE IT,1200,42,14,10.05,2,1,http://www.j-archive.com/media/2011-05-11_DJ_30.wmv,"(Jimmy of the Clue Crew shows an anatomical animation on the monitor.) To allow your eyes to see clearly at varying distances, fibers called the zonules of Zinn change the shape of this eye part that focuses light onto the retina",the lens
5214,4/19/2007,0,NATIONAL FLAGS,600,15,6,10.7,1,0,,In 1964 this country incorporated the green-black-blue stripes of Zanzibar's flag on its national flag,Tanzania
5484,6/12/2008,0,TRAVEL FUN,800,19,6,9.57,1,0,,Let opera wash over you at these Roman baths named for the emperor who ruled from 211 to 217,Caracalla
4690,1/14/2005,0,"""EASY"" FOR YOU TO SAY",800,19,7,10.4,2,0,,"Before he was TV's Grizzly Adams, Dan Haggerty helped build some of the custom motorcycles for this 1969 film",Easy Rider
4870,11/11/2005,0,REALM OF THE SENSES,400,10,3,8.87,1,0,,The lingual papillae are the main locale for this sense,taste
6223,10/12/2011,0,WORLD OF WORDS,200,7,4,13.01,1,0,,"This pastime is Japanese for ""empty orchestra""",karaoke
5965,7/16/2010,1,THE WEST INDIES,400,16,6,10.35,1,0,,"The West Indies' leading crop, it was introduced to the region in 1506 in Santo Domingo",sugar
4977,4/11/2006,1,ELTON JOHN,2000,13,5,10.35,3,0,,"Completes the apt title of Elton's 1973 album ""Don't Shoot Me I'm Only...""","""The Piano Player"""
5853,2/10/2010,1,ROYALTY ON BROADWAY,800,23,5,7.77,3,0,,"From the ""Les Mis"" team, 2007's ""The Pirate Queen"" was about a 16th C. Irishwoman & her rivalry with this real English queen",Queen Elizabeth I
6170,6/10/2011,1,A THOUSAND,1200,16,9,13.31,1,0,,"A volcanic region within Alaska's Katmai National Park is designated ""The Valley of Ten Thousand"" these",Smokes
4300,4/18/2003,0,GLOBAL WORMING,1000,15,7,12.23,3,0,,"""Dracula"" author Bram Stoker also wrote the spooky & supernatural novel ""The Lair of"" this",the White Worm
4302,4/22/2003,0,1980s CINEPLEX,600,11,5,11.36,2,0,,Jeremy Irons played twin gynecologists in this 1988 David Cronenberg film,Dead Ringers
4926,1/30/2006,0,CELEBRITY HIGH SCHOOL YEARBOOK,600,21,7,10.4,2,1,http://www.j-archive.com/media/2006-01-30_J_03.jpg,"Sadly, this 1949 Fairmount, Indiana high school graduate would live but a few years after his picture was taken",James Dean
6014,11/4/2010,0,TOP SELLER IN THE U.S.,200,11,2,7.05,1,0,,Baby food: This brand that has a NatureSelect 2nd Foods line,Gerber
4712,2/15/2005,1,THE HUMAN BODY,400,7,3,10.75,2,0,,Encephalon is another name for this organ,the brain
5340,11/23/2007,0,WORDS WITHIN WORDS,800,12,3,8.18,1,0,,"Whenever I do crosswords, I find the clue for this is ""rapier""",sword
5401,2/18/2008,0,THAT'S SO CLICHE!,600,13,4,9.14,1,0,,"In a dispute over ownership, remember this ""is nine tenths of the law""",possession
5175,2/23/2007,0,U.S. CITIES,600,17,9,13.31,1,0,,"This New England town's famous ""cottages"" are actually lavish mansions such as Belcourt Castle & Marble House",Newport
